1516748524, 64.379998, 1, 0
1516748524, 64.379998, 1, 0
1516748524, 64.379998, 1, 0
1516748524, 64.379998, 1, 0
1516748524, 64.379998, 1, 0
1516748525, 64.379998, 1, 0
1516748528, 64.370002, 1, 0
1516748528, 64.370002, 1, 0
1516748530, 64.379998, 1, 0
1516748531, 64.379998, 1, 0
1516748533, 64.379998, 2, 0
1516748535, 64.390000, 1, 0
1516748538, 64.390000, 1, 0
1516748541, 64.390000, 1, 0
1516748541, 64.379998, 1, 0
1516748541, 64.379998, 13, 0
1516748541, 64.370002, 7, 0
1516748541, 64.379998, 1, 0
1516748541, 64.379998, 1, 0
1516748541, 64.390000, 1, 0
1516748542, 64.379998, 1, 0
1516748545, 64.379998, 1, 0
1516748545, 64.379998, 1, 0
1516748545, 64.390000, 9, 0
1516748545, 64.390000, 1, 0
1516748546, 64.379998, 1, 0
1516748546, 64.370002, 19, 0
1516748549, 64.379998, 1, 0
1516748550, 64.379998, 1, 0
1516748552, 64.390000, 1, 0
1516748560, 64.370002, 1, 0
1516748561, 64.370002, 1, 0
1516748562, 64.379998, 1, 0
1516748562, 64.379998, 1, 0
1516748564, 64.379998, 1, 0
1516748567, 64.370002, 10, 0
1516748567, 64.370002, 13, 0
1516748567, 64.370002, 1, 0
1516748569, 64.370002, 2, 0
1516748569, 64.370002, 1, 0
1516748569, 64.370002, 1, 0
1516748572, 64.360000, 5, 0
1516748572, 64.370002, 1, 0
1516748573, 64.370002, 20, 0
1516748573, 64.370002, 1, 0
1516748576, 64.360000, 1, 0
1516748576, 64.370002, 2, 0
1516748577, 64.370002, 2, 0
1516748578, 64.379998, 1, 0
1516748579, 64.379998, 1, 0
1516748580, 64.379998, 1, 0
1516748582, 64.379998, 3, 0
1516748583, 64.379998, 4, 0
1516748585, 64.379998, 2, 0
1516748585, 64.379998, 1, 0
1516748585, 64.379998, 17, 0
1516748585, 64.379998, 1, 0
1516748585, 64.379998, 2, 0
1516748587, 64.379998, 1, 0
1516748587, 64.379998, 4, 0
1516748587, 64.379998, 1, 0
