20201112-11:44:02,algo1,sym1,0,0.000000,0.000000,1605199420866726
20201112-11:45:19,CL2,CLF1,-12,39.500000,0.000000,1605199509225505
20201112-11:45:19,algo1,sym1,0,0.000000,0.000000,1605199420866726
20201112-12:28:22,CL1,CLF1,4,39.000000,-0.000000,1605202042743530
20201112-12:28:22,CL2,CLF1,-2,39.500000,-5.000000,1605201933969568
20201112-12:28:22,algo1,sym1,0,0.000000,0.000000,1605199420866726
