1389219300 1.357850 1.357850 1.357825 1.357850
1389219330 1.357850 1.357850 1.357850 1.357850
1389219360 1.357750 1.357750 1.357750 1.357750
1389219390 1.357750 1.357775 1.357675 1.357675
1389219420 1.357725 1.357775 1.357725 1.357750
1389219450 1.357725 1.357725 1.357700 1.357725
1389219480 1.357775 1.357775 1.357775 1.357775
1389219510 1.357775 1.357775 1.357775 1.357775
1389219540 1.357800 1.357800 1.357800 1.357800
1389219570 1.357775 1.357775 1.357775 1.357775
1389219600 1.357825 1.357950 1.357825 1.357900
1389219630 1.357875 1.357875 1.357825 1.357825
1389219660 1.357700 1.357750 1.357700 1.357750
1389219690 1.357800 1.357800 1.357775 1.357800
1389219720 1.357850 1.357850 1.357750 1.357800
1389219750 1.357800 1.357800 1.357800 1.357800
1389219780 1.357800 1.357800 1.357800 1.357800
1389219810 1.357775 1.357775 1.357775 1.357775
1389219840 1.357900 1.357900 1.357825 1.357825
1389219870 1.357825 1.357825 1.357825 1.357825
1389219900 1.357825 1.357825 1.357825 1.357825
1389219930 1.357900 1.357900 1.357900 1.357900
1389219960 1.357825 1.357825 1.357825 1.357825
1389219990 1.357850 1.357850 1.357850 1.357850
1389220020 1.357850 1.357850 1.357775 1.357850
1389220050 1.357800 1.357800 1.357800 1.357800
1389220080 1.357750 1.357750 1.357750 1.357750
1389220110 1.357750 1.357750 1.357750 1.357750
1389220140 1.357750 1.357750 1.357750 1.357750
1389220170 1.357700 1.357700 1.357700 1.357700
1389220200 1.357700 1.357700 1.357700 1.357700
1389220230 1.357700 1.357700 1.357700 1.357700
1389220260 1.357650 1.357650 1.357650 1.357650
1389220290 1.357650 1.357650 1.357250 1.357250
1389220320 1.357575 1.357625 1.357575 1.357625
1389220350 1.357575 1.357575 1.357575 1.357575
1389220380 1.357575 1.357575 1.357575 1.357575
1389220410 1.357575 1.357575 1.357575 1.357575
1389220440 1.357575 1.357575 1.357575 1.357575
1389220470 1.357575 1.357575 1.357575 1.357575
1389220500 1.357575 1.357575 1.357575 1.357575
1389220530 1.357600 1.357600 1.357600 1.357600
1389220560 1.357625 1.357625 1.357625 1.357625
1389220590 1.357625 1.357750 1.357625 1.357750
1389220620 1.357750 1.357750 1.357725 1.357725
1389220650 1.357700 1.357725 1.357700 1.357725
1389220680 1.357725 1.357750 1.357725 1.357750
1389220710 1.357725 1.357725 1.357725 1.357725
1389220740 1.357725 1.357725 1.357725 1.357725
1389220770 1.357675 1.357675 1.357675 1.357675
1389220800 1.357725 1.357725 1.357725 1.357725
1389220830 1.357725 1.357725 1.357725 1.357725
1389220860 1.357725 1.357725 1.357725 1.357725
1389220890 1.357700 1.357700 1.357700 1.357700
1389220920 1.357700 1.357700 1.357700 1.357700
1389220950 1.357700 1.357700 1.357700 1.357700
1389220980 1.357725 1.357725 1.357725 1.357725
1389221010 1.357700 1.357700 1.357700 1.357700
1389221040 1.357700 1.357725 1.357700 1.357725
1389221070 1.357725 1.357725 1.357675 1.357675
1389221100 1.357675 1.357675 1.357675 1.357675
1389221130 1.357700 1.357700 1.357650 1.357650
1389221160 1.357675 1.357675 1.357625 1.357625
1389221190 1.357625 1.357625 1.357625 1.357625
1389221220 1.357675 1.357675 1.357650 1.357650
1389221250 1.357675 1.357675 1.357675 1.357675
1389221280 1.357625 1.357625 1.357625 1.357625
1389221310 1.357600 1.357600 1.357600 1.357600
1389221340 1.357600 1.357600 1.357600 1.357600
1389221370 1.357575 1.357575 1.357525 1.357525
1389221400 1.357600 1.357625 1.357600 1.357625
1389221430 1.357625 1.357625 1.357625 1.357625
1389221460 1.357625 1.357625 1.357600 1.357625
1389221490 1.357625 1.357625 1.357625 1.357625
1389221520 1.357625 1.357625 1.357625 1.357625
1389221550 1.357625 1.357625 1.357625 1.357625
1389221580 1.357625 1.357625 1.357625 1.357625
1389221610 1.357600 1.357600 1.357600 1.357600
1389221640 1.357425 1.357500 1.357375 1.357500
1389221670 1.357250 1.357250 1.357250 1.357250
1389221700 1.357250 1.357425 1.357250 1.357275
1389221730 1.357425 1.357425 1.357425 1.357425
1389221760 1.357275 1.357325 1.357275 1.357325
1389221790 1.357375 1.357375 1.357375 1.357375
1389221820 1.357425 1.357425 1.357425 1.357425
1389221850 1.357375 1.357375 1.357375 1.357375
1389221880 1.357525 1.357525 1.357525 1.357525
1389221910 1.357500 1.357500 1.357500 1.357500
1389221940 1.357525 1.357525 1.357525 1.357525
1389221970 1.357550 1.357575 1.357550 1.357575
