1390342500 1.356125 1.356150 1.356125 1.356125
1390342505 1.356125 1.356125 1.356125 1.356125
1390342510 1.356125 1.356125 1.356125 1.356125
1390342515 1.356125 1.356125 1.356125 1.356125
1390342520 1.356125 1.356125 1.356075 1.356075
1390342525 1.356075 1.356075 1.356075 1.356075
1390342530 1.356075 1.356075 1.356075 1.356075
1390342535 1.356075 1.356100 1.356075 1.356100
1390342540 1.356100 1.356125 1.356100 1.356125
1390342545 1.356125 1.356125 1.356125 1.356125
1390342550 1.356125 1.356125 1.356125 1.356125
1390342555 1.356125 1.356125 1.356125 1.356125
1390342560 1.356125 1.356125 1.356125 1.356125
1390342565 1.356125 1.356125 1.356100 1.356100
1390342570 1.356100 1.356100 1.356100 1.356100
1390342575 1.356100 1.356100 1.356100 1.356100
1390342580 1.356100 1.356100 1.356100 1.356100
1390342585 1.356100 1.356100 1.356100 1.356100
1390342590 1.356100 1.356100 1.356100 1.356100
1390342595 1.356100 1.356100 1.356100 1.356100
1390342600 1.356100 1.356100 1.356100 1.356100
1390342605 1.356100 1.356100 1.356100 1.356100
1390342610 1.356100 1.356100 1.356100 1.356100
1390342615 1.356100 1.356100 1.356100 1.356100
1390342620 1.356100 1.356100 1.356100 1.356100
1390342625 1.356100 1.356100 1.356100 1.356100
1390342630 1.356100 1.356100 1.356100 1.356100
1390342635 1.356100 1.356100 1.356100 1.356100
1390342640 1.356100 1.356100 1.356100 1.356100
1390342645 1.356100 1.356100 1.356075 1.356075
1390342650 1.356075 1.356075 1.356075 1.356075
1390342655 1.356075 1.356075 1.356075 1.356075
1390342660 1.356075 1.356075 1.356075 1.356075
1390342665 1.356075 1.356075 1.356075 1.356075
1390342670 1.356075 1.356075 1.356075 1.356075
1390342675 1.356075 1.356075 1.356075 1.356075
1390342680 1.356075 1.356075 1.356075 1.356075
1390342685 1.356075 1.356075 1.356075 1.356075
1390342690 1.356075 1.356075 1.356075 1.356075
1390342695 1.356075 1.356075 1.356075 1.356075
1390342700 1.356075 1.356075 1.356075 1.356075
1390342705 1.356075 1.356075 1.356075 1.356075
1390342710 1.356075 1.356075 1.356075 1.356075
1390342715 1.356075 1.356075 1.356075 1.356075
1390342720 1.356075 1.356100 1.356075 1.356100
1390342725 1.356100 1.356100 1.356100 1.356100
1390342730 1.356100 1.356100 1.356100 1.356100
1390342735 1.356100 1.356100 1.356100 1.356100
1390342740 1.356100 1.356100 1.356100 1.356100
1390342745 1.356100 1.356100 1.356100 1.356100
1390342750 1.356100 1.356100 1.356100 1.356100
1390342755 1.356100 1.356100 1.356100 1.356100
1390342760 1.356100 1.356100 1.356100 1.356100
1390342765 1.356100 1.356100 1.356100 1.356100
1390342770 1.356100 1.356100 1.356100 1.356100
1390342775 1.356100 1.356125 1.356100 1.356125
1390342780 1.356125 1.356125 1.356125 1.356125
1390342785 1.356125 1.356125 1.356125 1.356125
1390342790 1.356125 1.356125 1.356125 1.356125
1390342795 1.356125 1.356125 1.356125 1.356125
1390342800 1.356125 1.356125 1.356125 1.356125
1390342805 1.356125 1.356125 1.356125 1.356125
1390342810 1.356125 1.356125 1.356125 1.356125
1390342815 1.356125 1.356125 1.356125 1.356125
1390342820 1.356125 1.356125 1.356125 1.356125
1390342825 1.356125 1.356125 1.356125 1.356125
1390342830 1.356125 1.356125 1.356125 1.356125
1390342835 1.356125 1.356175 1.356125 1.356150
1390342840 1.356150 1.356175 1.356150 1.356175
1390342845 1.356175 1.356175 1.356175 1.356175
1390342850 1.356175 1.356175 1.356175 1.356175
1390342855 1.356175 1.356175 1.356175 1.356175
1390342860 1.356175 1.356175 1.356175 1.356175
1390342865 1.356175 1.356175 1.356175 1.356175
1390342870 1.356175 1.356175 1.356175 1.356175
1390342875 1.356175 1.356175 1.356175 1.356175
1390342880 1.356175 1.356175 1.356175 1.356175
1390342885 1.356175 1.356175 1.356175 1.356175
1390342890 1.356175 1.356175 1.356175 1.356175
1390342895 1.356175 1.356175 1.356175 1.356175
1390342900 1.356175 1.356175 1.356175 1.356175
1390342905 1.356175 1.356175 1.356175 1.356175
1390342910 1.356175 1.356175 1.356175 1.356175
1390342915 1.356175 1.356175 1.356175 1.356175
1390342920 1.356175 1.356175 1.356175 1.356175
1390342925 1.356175 1.356175 1.356125 1.356125
1390342930 1.356125 1.356125 1.356125 1.356125
1390342935 1.356125 1.356125 1.356125 1.356125
1390342940 1.356125 1.356125 1.356125 1.356125
1390342945 1.356125 1.356150 1.356125 1.356150
1390342950 1.356150 1.356150 1.356150 1.356150
1390342955 1.356150 1.356150 1.356150 1.356150
1390342960 1.356150 1.356150 1.356150 1.356150
1390342965 1.356150 1.356150 1.356125 1.356125
1390342970 1.356125 1.356125 1.356125 1.356125
1390342975 1.356125 1.356125 1.356125 1.356125
1390342980 1.356125 1.356125 1.356125 1.356125
1390342985 1.356125 1.356125 1.356125 1.356125
1390342990 1.356125 1.356125 1.356125 1.356125
1390342995 1.356125 1.356125 1.356125 1.356125
1390343000 1.356125 1.356125 1.356125 1.356125
1390343005 1.356125 1.356125 1.356125 1.356125
1390343010 1.356125 1.356125 1.356125 1.356125
1390343015 1.356125 1.356125 1.356125 1.356125
1390343020 1.356125 1.356125 1.356125 1.356125
1390343025 1.356125 1.356125 1.356125 1.356125
1390343030 1.356125 1.356125 1.356125 1.356125
1390343035 1.356125 1.356125 1.356125 1.356125
1390343040 1.356125 1.356125 1.356125 1.356125
1390343045 1.356125 1.356125 1.356125 1.356125
1390343050 1.356125 1.356125 1.356125 1.356125
1390343055 1.356125 1.356125 1.356125 1.356125
1390343060 1.356125 1.356125 1.356125 1.356125
1390343065 1.356125 1.356125 1.356125 1.356125
1390343070 1.356125 1.356125 1.356125 1.356125
1390343075 1.356125 1.356125 1.356125 1.356125
1390343080 1.356125 1.356125 1.356125 1.356125
1390343085 1.356125 1.356125 1.356125 1.356125
1390343090 1.356125 1.356125 1.356125 1.356125
1390343095 1.356125 1.356125 1.356125 1.356125
1390343100 1.356125 1.356125 1.356125 1.356125
1390343105 1.356125 1.356125 1.356125 1.356125
1390343110 1.356125 1.356125 1.356125 1.356125
1390343115 1.356125 1.356125 1.356125 1.356125
1390343120 1.356125 1.356125 1.356125 1.356125
1390343125 1.356125 1.356125 1.356125 1.356125
1390343130 1.356125 1.356125 1.356125 1.356125
1390343135 1.356125 1.356125 1.356125 1.356125
1390343140 1.356125 1.356125 1.356075 1.356075
1390343145 1.356075 1.356075 1.356075 1.356075
