1363122900 1.302850 1.302900 1.302825 1.302850
1363122930 1.302850 1.302925 1.302850 1.302925
1363122960 1.302925 1.303050 1.302900 1.303050
1363122990 1.303050 1.303050 1.302975 1.303025
1363123020 1.303025 1.303025 1.303025 1.303025
1363123050 1.303025 1.303050 1.303025 1.303025
1363123080 1.303025 1.303025 1.303000 1.303025
1363123110 1.303025 1.303025 1.303000 1.303000
1363123140 1.303000 1.303000 1.303000 1.303000
1363123170 1.303000 1.303000 1.303000 1.303000
1363123200 1.303000 1.303000 1.302825 1.302850
1363123230 1.302850 1.302850 1.302825 1.302850
1363123260 1.302850 1.302925 1.302825 1.302825
1363123290 1.302825 1.302875 1.302825 1.302850
1363123320 1.302850 1.302850 1.302850 1.302850
1363123350 1.302850 1.302850 1.302850 1.302850
1363123380 1.302850 1.302850 1.302850 1.302850
1363123410 1.302850 1.302875 1.302850 1.302875
1363123440 1.302875 1.302875 1.302825 1.302850
1363123470 1.302850 1.302850 1.302825 1.302825
1363123500 1.302825 1.302850 1.302825 1.302850
1363123530 1.302850 1.302875 1.302850 1.302875
1363123560 1.302875 1.302875 1.302875 1.302875
1363123590 1.302875 1.303025 1.302875 1.303000
1363123620 1.303000 1.303025 1.303000 1.303025
1363123650 1.303025 1.303050 1.303025 1.303025
1363123680 1.303025 1.303050 1.303025 1.303025
1363123710 1.303025 1.303025 1.303000 1.303000
1363123740 1.303000 1.303000 1.303000 1.303000
1363123770 1.303000 1.303100 1.303000 1.303100
1363123800 1.303100 1.303275 1.302975 1.303025
1363123830 1.303025 1.303100 1.303000 1.303025
1363123860 1.303025 1.303050 1.303025 1.303050
1363123890 1.303050 1.303075 1.303050 1.303075
1363123920 1.303075 1.303075 1.303050 1.303075
1363123950 1.303075 1.303125 1.303050 1.303125
1363123980 1.303125 1.303125 1.303050 1.303075
1363124010 1.303075 1.303125 1.303075 1.303125
1363124040 1.303125 1.303125 1.303025 1.303075
1363124070 1.303075 1.303075 1.302900 1.303000
1363124100 1.303000 1.303050 1.302925 1.303000
1363124130 1.303000 1.303100 1.303000 1.303075
1363124160 1.303075 1.303100 1.302975 1.303050
1363124190 1.303050 1.303100 1.302900 1.302950
1363124220 1.302950 1.302975 1.302950 1.302950
1363124250 1.302950 1.302975 1.302950 1.302950
1363124280 1.302950 1.303050 1.302900 1.303050
1363124310 1.303050 1.303050 1.303000 1.303000
1363124340 1.303000 1.303050 1.303000 1.303000
1363124370 1.303000 1.303075 1.303000 1.303000
1363124400 1.303000 1.303025 1.302950 1.302950
1363124430 1.302950 1.302975 1.302850 1.302900
1363124460 1.302900 1.302975 1.302900 1.302925
1363124490 1.302925 1.302975 1.302925 1.302975
1363124520 1.302975 1.302975 1.302925 1.302975
1363124550 1.302975 1.303000 1.302950 1.302975
1363124580 1.302975 1.303025 1.302950 1.303000
1363124610 1.303000 1.303050 1.302950 1.303050
1363124640 1.303050 1.303050 1.302950 1.302950
1363124670 1.302950 1.303000 1.302950 1.302950
1363124700 1.302950 1.303100 1.302950 1.302975
1363124730 1.302975 1.303000 1.302950 1.302975
1363124760 1.302975 1.303000 1.302950 1.302975
1363124790 1.302975 1.303000 1.302925 1.302925
1363124820 1.302925 1.302975 1.302925 1.302925
1363124850 1.302925 1.302925 1.302925 1.302925
1363124880 1.302925 1.302975 1.302925 1.302925
1363124910 1.302925 1.302925 1.302925 1.302925
1363124940 1.302925 1.302950 1.302875 1.302875
1363124970 1.302875 1.302875 1.302875 1.302875
1363125000 1.302875 1.302875 1.302825 1.302850
1363125030 1.302850 1.302875 1.302775 1.302825
1363125060 1.302825 1.302850 1.302825 1.302850
1363125090 1.302850 1.302875 1.302850 1.302850
1363125120 1.302850 1.302875 1.302850 1.302875
1363125150 1.302875 1.302875 1.302850 1.302850
1363125180 1.302850 1.302850 1.302825 1.302825
1363125210 1.302825 1.302825 1.302750 1.302775
1363125240 1.302775 1.302850 1.302725 1.302775
1363125270 1.302775 1.302800 1.302675 1.302700
1363125300 1.302700 1.302700 1.302425 1.302500
1363125330 1.302500 1.302600 1.302375 1.302600
1363125360 1.302600 1.302675 1.302525 1.302650
1363125390 1.302650 1.302650 1.302550 1.302550
1363125420 1.302550 1.302550 1.302425 1.302450
