pass	0.0	0	-4	5	3	0	1	-3	-2	2	0	-1	-1	-3	-3	4	1	1358206500	1.337925	1.337950	-0.000025
pass	0.0	1	-5	5	3	0	2	-1	-5	1	2	-2	-1	-2	-3	4	0	1358206530	1.337925	1.337925	0.000000
pass	0.0	1	-5	4	4	1	1	0	-5	0	3	-3	0	-1	-4	3	1	1358206560	1.337925	1.337925	0.000000
pass	0.0	0	-2	0	4	1	0	0	-5	0	4	-3	-2	1	-5	3	2	1358206590	1.337925	1.337875	0.000050
pass	0.0	0	-1	0	4	1	0	0	-5	1	3	0	-3	0	-5	0	2	1358206620	1.337925	1.337900	0.000025
pass	0.0	1	-2	0	5	0	0	1	-5	1	3	-1	-1	0	-5	1	1	1358206650	1.337925	1.337900	0.000025
pass	0.0	0	-1	0	5	0	1	1	-4	-1	3	-1	-1	0	-5	0	2	1358206680	1.337875	1.337900	-0.000025
pass	0.0	0	-1	-2	5	1	0	1	-5	-1	3	-1	-1	0	-5	0	2	1358206710	1.337925	1.337900	0.000025
pass	0.0	0	-1	-2	5	1	0	2	-3	-3	3	0	-1	-1	-3	-1	2	1358206740	1.337925	1.337925	0.000000
pass	0.0	0	0	-2	5	1	0	2	-4	-2	2	1	-1	-1	-3	-2	3	1358206770	1.337925	1.337925	0.000000
buy	0.0	0	0	-4	5	3	0	1	-3	-2	2	0	-1	-1	-3	-3	4	1358206800	1.338125	1.337925	0.000200
buy	0.0	0	1	-5	5	3	0	2	-1	-5	1	2	-2	-1	-2	-3	4	1358206830	1.338025	1.337925	0.000100
buy	0.0	0	1	-5	4	4	1	1	0	-5	0	3	-3	0	-1	-4	3	1358206860	1.338225	1.337925	0.000300
buy	0.0	0	0	-2	0	4	1	0	0	-5	0	4	-3	-2	1	-5	3	1358206890	1.338225	1.337925	0.000300
buy	0.0	0	0	-1	0	4	1	0	0	-5	1	3	0	-3	0	-5	0	1358206920	1.338225	1.337925	0.000300
buy	0.0	0	1	-2	0	5	0	0	1	-5	1	3	-1	-1	0	-5	1	1358206950	1.338225	1.337925	0.000300
buy	0.0	0	0	-1	0	5	0	1	1	-4	-1	3	-1	-1	0	-5	0	1358206980	1.338100	1.337875	0.000225
buy	0.0	0	0	-1	-2	5	1	0	1	-5	-1	3	-1	-1	0	-5	0	1358207010	1.338125	1.337925	0.000200
buy	0.0	0	0	-1	-2	5	1	0	2	-3	-3	3	0	-1	-1	-3	-1	1358207040	1.338075	1.337925	0.000150
buy	0.0	0	0	0	-2	5	1	0	2	-4	-2	2	1	-1	-1	-3	-2	1358207070	1.338125	1.337925	0.000200
pass	0.0	2	0	0	-4	5	3	0	1	-3	-2	2	0	-1	-1	-3	-3	1358207100	1.338175	1.338125	0.000050
